Realistic,Investigative,Artistic,Social,Enterprising,Conventional,CGPA,Programming,Mathematics,ProblemSolving,Communication,Leadership,Creativity,Technical,DataAnalysis,PublicSpeaking,Research,Career
6.5,4.7,2.6,6.2,5.5,8.0,4.14,3.1,4.5,4.8,4.6,3.1,4.3,4.4,3.5,2.3,1.3,Accountant/Auditor
5.9,6.0,7.5,4.9,8.2,4.9,4.48,1.0,1.0,4.1,4.2,4.5,4.2,4.0,3.3,4.8,1.1,Entrepreneur
8.3,6.7,3.0,4.6,5.8,4.8,4.67,1.3,4.4,4.3,2.8,2.9,3.5,4.6,3.1,1.7,2.0,Civil/Mechanical Engineer
4.2,3.0,7.3,6.4,7.1,4.3,3.17,2.3,3.2,2.8,4.7,4.0,4.0,1.3,2.9,5.0,4.9,Marketing/Sales Executive
9.5,6.5,1.8,2.5,6.6,5.3,3.75,1.9,4.4,3.8,2.5,3.1,3.9,4.9,4.0,1.4,3.5,Civil/Mechanical Engineer
5.9,8.2,5.8,3.7,6.2,5.1,4.32,1.8,2.9,3.9,3.9,3.0,3.8,5.0,3.2,1.7,3.8,Medical Lab Scientist
3.9,4.7,9.1,6.3,5.1,5.4,3.35,2.3,2.7,3.1,3.8,2.8,4.6,5.0,4.1,3.5,3.7,Graphic Designer/UI-UX
9.2,7.1,4.6,5.5,6.4,4.7,3.94,1.9,4.7,4.5,3.6,3.2,5.0,4.3,4.4,2.0,4.0,Civil/Mechanical Engineer
2.3,7.3,4.8,3.9,7.1,7.8,2.95,2.8,3.7,4.3,4.4,4.1,3.2,4.2,4.1,3.2,4.3,Banker/Financial Analyst
6.0,5.5,2.3,9.8,5.1,5.6,3.31,1.0,2.5,4.3,4.4,3.5,2.1,4.3,2.9,5.0,4.3,Teacher/Lecturer
5.3,6.8,6.3,6.0,8.2,7.4,3.11,3.4,3.7,4.6,5.0,4.6,3.3,3.0,4.3,3.7,3.3,Banker/Financial Analyst
6.2,9.2,5.6,4.5,4.0,3.3,3.14,4.9,4.0,4.4,2.6,2.5,4.4,4.0,2.7,3.2,3.3,Software Developer
4.1,5.1,7.0,5.7,8.2,8.1,4.12,1.5,3.4,4.2,5.0,4.8,2.1,3.3,4.2,4.1,4.2,Banker/Financial Analyst
6.4,6.8,3.2,7.5,4.1,8.3,3.99,1.4,4.8,4.3,4.3,2.0,3.7,5.0,4.2,2.2,4.5,Medical Lab Scientist
6.0,6.4,2.6,5.7,8.4,8.8,3.16,3.6,4.4,4.5,3.7,4.6,3.0,3.9,3.7,2.7,3.6,Banker/Financial Analyst
6.0,8.0,4.4,6.6,4.0,5.0,3.65,4.8,2.6,5.0,3.0,2.3,1.8,4.9,3.9,3.0,3.4,Cybersecurity Analyst
9.4,8.5,1.4,3.5,6.4,3.7,3.75,3.5,4.7,4.6,3.8,3.7,2.2,4.9,3.8,1.6,4.7,Civil/Mechanical Engineer
3.1,5.5,2.4,5.9,7.1,7.9,3.0,2.5,5.0,4.9,4.4,3.6,3.3,2.2,4.4,3.2,4.5,Banker/Financial Analyst
6.9,10.0,4.2,6.5,5.3,5.9,4.47,4.3,3.3,4.7,2.9,1.0,4.0,5.0,5.0,3.2,3.8,Cybersecurity Analyst
4.2,5.2,4.7,6.2,4.3,9.5,3.4,1.6,4.4,4.7,4.0,3.5,2.8,3.4,4.4,3.8,2.7,Accountant/Auditor
9.1,6.3,4.5,5.2,1.8,3.6,3.53,3.0,4.4,4.9,3.7,4.1,2.2,4.8,3.2,4.5,3.7,Civil/Mechanical Engineer
2.6,4.7,4.2,8.2,7.9,3.1,3.05,1.5,3.2,3.9,4.0,4.9,4.0,2.5,5.0,5.0,3.4,Marketing/Sales Executive
7.8,6.1,5.0,1.5,5.9,2.3,4.28,2.7,4.5,4.0,1.6,4.6,4.7,4.6,4.1,2.6,3.8,Civil/Mechanical Engineer
5.7,7.4,4.4,9.0,5.9,6.2,2.69,2.3,4.1,4.0,2.8,3.1,2.0,5.0,5.0,3.7,4.5,Medical Lab Scientist
3.3,6.1,8.8,4.3,4.4,5.0,3.22,2.4,2.0,3.1,4.1,3.3,4.4,2.5,1.2,4.4,3.9,Graphic Designer/UI-UX
2.0,10.0,5.2,6.0,2.2,8.9,4.99,3.3,5.0,4.6,2.1,3.5,4.0,3.3,5.0,1.3,3.4,Data Scientist
9.5,6.4,3.3,3.0,7.9,6.3,3.93,3.4,3.6,5.0,3.7,4.2,1.9,5.0,3.2,1.7,2.6,Civil/Mechanical Engineer
3.3,4.6,6.7,7.7,9.3,6.0,3.37,1.8,3.7,4.4,4.1,4.2,3.1,1.0,2.5,4.5,2.8,Marketing/Sales Executive
8.3,8.1,4.7,4.6,3.1,8.0,3.94,2.5,5.0,4.0,2.6,3.7,2.9,4.5,5.0,2.4,4.8,Data Scientist
3.6,6.3,3.4,5.5,7.1,8.6,3.22,4.0,3.8,3.6,3.2,3.9,3.7,2.8,4.6,3.6,4.9,Accountant/Auditor
4.5,5.2,4.8,4.8,6.6,10.0,3.02,1.0,4.8,4.0,3.8,5.0,3.5,2.7,4.1,4.2,2.4,Banker/Financial Analyst
6.1,6.8,4.1,3.7,3.5,7.7,4.89,2.8,4.4,4.9,3.3,3.7,2.6,3.4,4.3,2.3,2.6,Accountant/Auditor
5.1,8.1,2.0,4.2,6.8,7.9,4.12,4.5,4.7,3.9,2.2,2.8,3.1,4.5,5.0,3.6,4.1,Data Scientist
4.7,6.9,3.3,8.9,4.6,5.0,3.68,3.5,3.8,3.0,4.7,3.8,3.0,1.3,3.8,4.2,4.6,Teacher/Lecturer
3.9,6.8,3.3,3.0,6.1,8.8,3.42,3.4,4.4,4.1,4.4,3.3,3.2,2.4,5.0,2.9,3.5,Banker/Financial Analyst
1.2,4.4,1.6,7.6,7.0,3.9,2.55,2.7,1.2,3.7,5.0,4.5,3.3,1.5,2.3,4.2,1.4,Human Resources Manager
6.0,7.1,3.3,3.2,6.2,8.3,4.09,3.1,5.0,3.7,3.6,3.1,2.4,3.9,4.4,5.0,3.8,Accountant/Auditor
7.2,6.9,4.4,7.2,9.0,6.0,2.81,2.9,2.0,3.8,4.2,4.7,5.0,5.0,3.0,5.0,2.3,Entrepreneur
6.1,7.7,5.4,4.4,2.8,7.6,3.09,1.0,3.5,3.3,2.4,3.5,3.6,4.9,4.8,4.2,3.4,Medical Lab Scientist
2.2,3.3,5.3,6.3,8.9,4.3,2.49,1.0,2.5,4.7,4.5,4.8,3.4,1.0,2.9,4.3,2.4,Marketing/Sales Executive
6.2,4.3,5.5,6.3,10.0,4.9,3.89,1.1,4.9,3.6,4.3,4.9,3.8,4.1,2.7,4.8,4.3,Entrepreneur
4.1,4.1,2.2,4.6,8.3,8.9,3.58,5.0,5.0,4.9,4.6,4.2,3.1,1.2,4.0,3.6,3.9,Banker/Financial Analyst
3.4,5.8,5.1,5.7,8.6,6.5,3.58,1.9,4.1,4.7,5.0,3.6,4.7,2.1,2.6,4.3,3.0,Marketing/Sales Executive
8.1,9.3,7.3,3.7,4.7,5.4,2.86,2.7,5.0,4.3,2.4,3.9,2.9,4.7,2.4,2.0,4.2,Civil/Mechanical Engineer
2.2,4.2,4.9,9.7,8.0,3.8,2.27,1.7,2.2,3.0,4.2,4.7,1.9,4.0,2.3,4.7,2.6,Human Resources Manager
4.4,7.1,3.6,7.4,9.8,6.0,4.11,1.9,2.8,4.5,4.5,4.3,3.1,3.6,4.2,4.0,4.4,Banker/Financial Analyst
3.5,6.3,8.6,6.3,5.3,2.6,3.59,3.7,1.3,4.8,5.0,3.6,4.8,5.0,3.3,3.5,4.8,Graphic Designer/UI-UX
8.5,8.1,4.7,2.2,5.4,1.8,3.91,1.6,4.3,3.7,3.3,4.0,4.9,4.1,4.4,3.1,3.1,Civil/Mechanical Engineer
5.8,7.6,4.1,5.6,4.5,3.1,3.61,3.9,3.6,4.2,3.4,3.1,3.2,4.7,3.7,2.3,5.0,Cybersecurity Analyst
4.3,10.0,5.0,7.5,5.6,4.1,3.65,3.5,3.9,3.4,4.9,2.5,3.7,2.1,1.0,3.9,4.0,Teacher/Lecturer
5.1,7.5,5.6,3.9,4.6,4.1,3.58,4.0,4.6,5.0,1.3,1.9,2.2,3.7,3.7,1.1,2.7,Software Developer
7.4,7.8,3.1,5.8,3.4,5.0,3.67,3.4,3.1,4.6,1.8,2.0,5.0,4.7,3.5,3.2,4.4,Cybersecurity Analyst
8.0,8.1,8.7,4.6,2.2,5.3,3.37,3.4,5.0,4.9,3.5,3.0,2.3,3.9,4.5,1.4,1.2,Software Developer
8.0,7.7,7.1,4.2,9.2,8.4,3.65,1.5,3.5,3.5,3.9,4.8,4.7,2.2,2.8,3.2,3.2,Entrepreneur
5.6,9.5,2.3,2.3,5.6,8.9,3.52,4.6,4.7,4.9,2.9,1.9,1.2,4.4,4.8,1.7,4.5,Cybersecurity Analyst
4.5,7.3,4.8,6.1,6.3,8.9,3.81,5.0,4.4,4.4,4.1,3.8,2.8,2.4,4.6,4.3,3.5,Banker/Financial Analyst
3.2,4.9,7.2,8.3,9.1,7.3,2.83,2.8,3.5,3.3,4.8,4.5,4.1,2.1,1.5,4.3,3.0,Marketing/Sales Executive
2.8,5.8,7.1,6.3,4.9,3.3,2.66,1.3,2.4,4.1,3.9,4.1,4.8,4.1,1.3,2.9,4.6,Graphic Designer/UI-UX
4.1,4.4,4.9,7.5,5.2,7.3,3.87,3.4,4.8,2.6,4.5,4.6,4.2,3.6,2.0,4.0,4.4,Human Resources Manager
5.1,4.6,6.1,8.4,4.4,5.2,3.95,4.0,3.4,3.2,3.8,4.7,3.6,2.3,3.1,4.9,3.7,Teacher/Lecturer
4.8,6.6,2.2,3.7,8.3,9.7,2.96,2.4,5.0,3.8,3.6,4.2,3.4,3.8,4.4,3.8,4.6,Accountant/Auditor
4.9,7.5,5.2,2.5,3.3,7.0,4.06,3.2,4.8,5.0,2.5,4.3,1.8,5.0,4.7,3.1,3.2,Data Scientist
6.1,8.6,3.9,4.6,2.9,6.5,3.76,3.6,3.9,5.0,2.9,4.2,4.2,2.8,4.5,5.0,5.0,Data Scientist
5.5,6.3,6.0,6.9,9.4,6.4,3.8,4.1,4.0,5.0,4.1,5.0,3.5,3.9,3.4,4.9,4.8,Entrepreneur
5.8,7.0,5.4,4.1,6.4,5.9,3.58,4.6,4.4,4.9,2.9,3.6,4.2,4.4,3.6,4.1,3.5,Cybersecurity Analyst
5.5,3.0,3.9,2.5,4.7,7.7,3.82,3.6,4.7,4.3,3.9,3.8,2.9,1.0,5.0,3.9,3.0,Accountant/Auditor
1.9,5.3,3.7,6.2,8.9,4.5,2.96,1.1,1.6,3.3,5.0,4.0,4.3,3.4,3.6,4.0,3.6,Marketing/Sales Executive
3.2,2.5,6.3,5.4,8.5,4.5,3.66,1.8,3.5,2.8,4.7,4.6,4.9,1.2,2.2,4.9,4.7,Marketing/Sales Executive
6.0,7.6,5.2,2.9,3.9,5.3,4.39,4.9,4.7,4.2,4.9,2.2,1.3,4.2,4.5,4.0,4.1,Data Scientist
2.9,2.8,9.0,5.4,3.0,5.2,2.94,1.7,1.0,3.4,3.9,4.0,4.8,3.2,3.4,3.4,1.9,Graphic Designer/UI-UX
1.8,9.5,3.3,4.5,2.8,6.6,4.11,4.4,4.3,5.0,3.0,1.3,3.1,3.8,4.8,4.4,4.2,Data Scientist
4.5,4.2,5.9,7.0,8.9,7.9,2.92,1.4,4.2,4.2,5.0,3.7,4.3,3.1,2.3,4.9,3.0,Marketing/Sales Executive
3.5,7.8,5.6,8.8,4.0,4.4,3.22,1.7,3.2,4.1,4.1,4.4,2.8,3.3,2.1,5.0,4.5,Teacher/Lecturer
9.2,9.6,4.9,5.6,3.4,4.2,3.78,4.1,3.4,4.9,1.5,2.5,2.8,3.7,5.0,1.4,3.6,Cybersecurity Analyst
5.9,3.5,5.9,5.9,8.0,9.2,3.71,1.7,5.0,3.7,3.6,3.6,2.5,2.8,4.5,4.9,4.2,Banker/Financial Analyst
6.6,10.0,4.9,1.0,3.3,4.7,3.5,2.1,4.1,4.4,4.4,3.6,3.3,4.6,4.9,2.7,4.4,Medical Lab Scientist
4.0,6.5,1.0,4.5,6.8,8.2,3.23,3.7,3.9,4.9,3.6,3.3,2.2,2.4,5.0,3.5,3.6,Banker/Financial Analyst
5.3,5.1,4.2,9.2,4.7,2.6,3.22,2.7,3.0,3.7,4.6,4.2,3.6,1.0,2.9,4.2,4.0,Teacher/Lecturer
5.2,9.0,4.0,2.7,4.5,5.7,5.0,4.4,3.2,4.6,1.1,2.7,3.5,4.8,4.6,2.0,3.4,Software Developer
3.2,4.3,7.0,8.7,6.9,5.8,3.52,2.7,4.1,4.6,4.8,4.5,5.0,1.7,3.7,5.0,4.1,Human Resources Manager
2.8,5.0,4.7,5.4,9.7,6.3,3.2,2.2,3.6,3.8,4.2,4.5,4.8,2.9,3.1,4.9,3.0,Marketing/Sales Executive
4.3,10.0,5.6,5.6,7.1,9.8,3.39,3.3,4.4,4.4,3.2,2.6,3.4,3.8,4.6,1.0,3.7,Data Scientist
10.0,9.3,4.7,4.6,2.4,7.2,3.86,1.0,2.6,3.6,5.0,5.0,3.0,4.6,3.8,2.1,5.0,Medical Lab Scientist
9.5,7.1,3.2,7.5,3.6,4.9,4.26,2.9,3.3,3.9,3.2,2.8,1.1,4.4,5.0,2.1,4.2,Medical Lab Scientist
1.5,1.8,9.6,3.2,5.9,4.1,2.82,3.2,1.9,4.0,3.7,2.5,4.6,2.7,3.7,2.9,2.3,Graphic Designer/UI-UX
5.1,4.8,4.1,7.4,8.7,8.8,3.66,1.3,4.1,4.1,4.0,2.6,3.2,1.7,5.0,3.9,4.6,Banker/Financial Analyst
3.5,3.0,5.2,8.3,7.4,5.4,3.86,1.2,1.8,4.0,5.0,3.5,2.3,2.4,4.1,4.5,2.7,Human Resources Manager
4.4,4.4,9.2,5.4,2.7,3.7,3.31,4.8,2.2,4.1,3.9,4.3,4.4,2.8,1.9,3.3,2.0,Graphic Designer/UI-UX
4.3,5.0,6.1,7.3,8.6,6.0,2.94,1.0,2.7,4.4,4.9,5.0,4.0,2.1,2.8,4.2,2.8,Marketing/Sales Executive
3.8,5.3,9.1,2.7,5.3,3.6,3.35,3.5,3.4,3.4,4.4,2.3,4.5,5.0,1.0,2.8,3.5,Graphic Designer/UI-UX
6.2,8.2,5.6,5.2,6.0,4.5,3.62,4.6,3.8,5.0,3.4,3.5,4.1,5.0,3.9,1.2,3.9,Software Developer
7.6,5.3,5.0,7.6,9.6,5.0,4.09,5.0,2.5,4.5,4.2,4.1,3.7,4.6,1.7,4.6,2.6,Entrepreneur
3.1,7.0,2.4,1.8,6.0,10.0,2.3,2.2,4.8,2.7,3.7,2.2,1.6,2.6,3.9,2.1,3.2,Accountant/Auditor
6.6,9.2,4.8,5.3,5.1,5.1,3.47,4.3,5.0,4.3,3.9,2.7,3.3,5.0,4.5,1.6,3.6,Cybersecurity Analyst
6.4,8.3,2.6,3.8,7.1,5.8,4.18,3.4,4.4,4.5,3.5,3.0,3.8,3.2,3.0,3.2,2.6,Cybersecurity Analyst
5.7,10.0,7.6,4.2,3.9,8.7,2.98,3.7,3.2,3.9,2.9,2.1,3.2,4.5,3.6,2.4,3.8,Cybersecurity Analyst
3.8,6.9,1.1,6.3,7.6,8.1,4.16,1.8,4.3,4.4,3.7,2.2,1.8,2.7,4.4,3.8,3.3,Banker/Financial Analyst
6.3,7.1,3.5,5.3,9.8,2.7,3.0,2.5,4.3,4.6,4.8,4.9,4.1,4.6,2.7,2.3,1.7,Entrepreneur
3.6,5.9,4.2,7.9,8.0,6.2,3.84,1.8,2.4,3.6,4.8,4.5,2.5,2.1,1.5,4.1,2.4,Human Resources Manager
7.7,6.7,3.5,7.5,5.6,7.1,3.88,4.3,1.9,4.4,3.2,4.3,3.2,3.7,4.3,2.0,3.1,Cybersecurity Analyst
2.9,5.7,5.0,4.8,6.8,7.7,3.34,3.9,4.5,4.0,4.2,4.0,2.1,1.5,5.0,4.6,4.1,Banker/Financial Analyst
2.1,6.5,4.6,4.5,8.4,9.0,4.32,3.6,4.6,3.8,3.4,4.0,2.4,2.5,5.0,4.9,2.8,Banker/Financial Analyst
8.1,6.3,7.8,5.7,3.7,6.5,3.7,5.0,4.7,3.8,3.5,2.6,3.6,3.7,5.0,3.5,2.8,Software Developer
4.8,6.7,9.3,4.8,5.3,2.2,3.91,3.9,1.2,4.1,3.3,2.5,5.0,4.4,3.5,3.1,3.7,Graphic Designer/UI-UX
5.6,3.5,9.9,6.9,7.0,1.5,2.97,2.4,1.9,4.9,2.6,3.4,5.0,2.9,3.3,3.7,3.1,Graphic Designer/UI-UX
4.9,9.2,4.9,4.6,6.9,8.6,3.56,1.2,4.1,5.0,3.0,2.6,2.4,2.9,4.7,2.8,3.7,Accountant/Auditor
1.7,5.8,6.5,6.7,3.4,4.6,3.66,1.9,3.0,2.7,5.0,3.3,2.0,3.6,2.2,3.9,4.5,Teacher/Lecturer
3.6,6.6,4.8,8.1,7.2,2.8,3.82,3.8,2.5,3.8,5.0,1.4,3.5,1.0,4.0,4.1,5.0,Teacher/Lecturer
5.3,9.4,3.9,3.6,8.5,8.4,3.8,4.6,4.7,4.8,3.6,4.2,3.5,3.8,5.0,3.2,4.4,Data Scientist
5.4,4.2,5.0,4.4,9.3,5.0,2.5,3.6,1.8,3.0,4.3,4.5,4.3,1.8,4.1,5.0,3.3,Entrepreneur
7.5,9.2,4.5,4.9,5.1,6.9,3.75,3.5,3.8,4.6,3.3,1.5,2.0,5.0,3.8,3.4,3.2,Cybersecurity Analyst
7.0,7.5,4.6,9.1,3.5,3.2,4.14,1.2,3.1,4.0,4.4,3.0,3.5,2.6,3.9,5.0,2.6,Teacher/Lecturer
3.0,3.4,5.9,7.6,8.6,5.3,3.48,1.0,4.7,3.2,4.9,3.6,4.3,2.4,4.7,4.5,4.4,Marketing/Sales Executive
8.0,8.5,5.4,5.2,3.9,6.0,3.82,1.4,3.1,4.7,2.6,2.7,3.7,4.3,4.6,2.4,4.0,Medical Lab Scientist
8.6,8.7,5.7,5.4,3.9,5.3,3.12,4.1,4.7,3.4,3.6,2.9,2.6,4.3,4.3,3.8,4.7,Medical Lab Scientist
6.9,2.8,8.4,5.9,7.3,2.3,3.84,2.5,3.2,3.6,2.1,1.2,4.5,3.0,2.8,2.8,3.3,Graphic Designer/UI-UX
7.7,7.5,5.7,6.1,8.1,5.2,2.93,2.6,2.9,4.0,5.0,5.0,4.2,4.4,2.2,4.1,2.1,Entrepreneur
9.1,8.4,2.8,5.0,2.9,2.5,4.06,4.4,4.2,4.1,4.8,3.3,3.4,5.0,3.2,2.3,4.2,Civil/Mechanical Engineer
2.2,4.6,5.5,7.2,9.5,4.8,2.77,2.8,1.6,4.0,4.1,3.7,4.6,1.6,1.1,4.2,2.5,Marketing/Sales Executive
8.2,10.0,4.1,3.0,5.5,7.1,3.74,4.1,3.7,5.0,3.9,2.0,2.3,4.4,4.5,2.9,3.5,Cybersecurity Analyst
5.4,5.4,2.1,5.4,5.7,7.6,3.82,2.7,4.6,4.6,3.5,3.0,1.0,2.5,4.9,5.0,4.0,Banker/Financial Analyst
2.6,7.1,5.9,8.0,7.2,4.1,4.01,3.1,4.3,4.7,4.4,4.9,4.6,3.1,3.9,4.4,2.4,Human Resources Manager
4.0,4.2,9.5,4.2,4.7,4.6,2.71,3.1,2.0,3.5,3.8,3.8,4.9,3.8,3.6,3.9,3.1,Graphic Designer/UI-UX
3.1,4.2,5.3,10.0,8.1,7.1,3.52,1.0,4.0,4.5,4.8,4.4,3.8,2.0,3.7,3.8,1.5,Human Resources Manager
1.8,4.1,4.9,8.4,6.5,5.5,3.33,3.1,1.0,4.4,4.6,4.4,2.9,2.7,4.0,3.2,5.0,Human Resources Manager
8.3,7.9,4.7,6.9,4.2,4.9,3.45,1.5,2.3,4.9,3.6,2.0,4.1,4.1,4.2,2.2,3.5,Medical Lab Scientist
6.5,8.7,6.0,3.9,3.7,4.1,3.96,4.2,3.3,5.0,2.8,2.9,3.2,4.3,4.2,4.0,3.2,Cybersecurity Analyst
4.4,1.0,4.5,9.4,9.6,4.1,4.04,1.2,3.8,3.0,4.5,4.6,4.2,2.8,2.6,4.0,4.8,Human Resources Manager
4.1,6.7,4.7,8.2,8.5,7.6,3.1,1.0,1.1,3.9,4.0,4.9,1.8,3.8,2.7,3.8,2.7,Human Resources Manager
8.6,9.4,5.8,6.2,5.5,5.6,3.91,4.1,4.3,5.0,3.6,1.3,4.3,4.2,4.3,3.9,3.8,Civil/Mechanical Engineer
9.3,8.6,4.4,5.1,2.4,7.1,3.29,2.5,4.7,4.6,3.4,2.3,3.6,5.0,3.0,4.3,2.7,Civil/Mechanical Engineer
8.4,7.9,6.0,3.7,4.1,7.5,4.11,4.9,4.9,4.5,3.6,2.5,3.8,4.1,3.9,3.1,2.8,Software Developer
9.7,8.1,2.4,3.7,8.2,4.8,4.46,3.1,2.8,4.8,4.4,3.5,4.6,4.0,2.3,3.2,3.9,Civil/Mechanical Engineer
9.3,6.4,1.0,5.1,5.2,4.6,2.96,1.0,4.4,5.0,3.2,3.2,3.5,5.0,4.2,2.1,3.5,Civil/Mechanical Engineer
6.0,9.1,6.4,4.4,2.4,9.4,4.25,3.8,4.2,4.8,3.4,4.6,2.9,3.1,5.0,3.9,4.4,Data Scientist
5.8,8.6,2.9,4.6,4.2,4.5,3.03,2.9,2.3,3.6,2.1,2.6,3.2,4.6,5.0,4.1,4.0,Medical Lab Scientist
8.1,7.5,5.5,6.8,5.5,7.0,2.89,5.0,4.8,4.4,3.2,2.5,2.8,5.0,2.6,2.0,2.9,Civil/Mechanical Engineer
7.9,6.6,6.9,9.3,6.6,7.1,3.44,4.5,4.8,4.6,4.8,4.1,3.7,3.3,3.3,4.7,4.0,Teacher/Lecturer
5.9,4.5,6.9,7.7,6.5,7.0,3.01,1.7,3.6,3.8,4.1,4.0,3.1,2.8,2.7,2.8,3.9,Human Resources Manager
2.8,5.4,3.9,4.9,7.8,9.2,3.35,2.9,4.2,4.3,4.6,4.5,3.4,3.2,3.8,2.9,3.1,Banker/Financial Analyst
2.5,2.6,7.4,7.9,8.6,2.0,3.48,1.0,2.9,2.6,4.7,4.2,2.8,3.9,2.7,4.5,3.7,Marketing/Sales Executive
3.7,1.0,5.6,8.6,7.7,2.6,3.87,2.9,1.4,5.0,4.9,4.9,3.7,3.8,2.7,4.4,3.6,Marketing/Sales Executive
2.7,6.4,3.0,9.4,8.5,9.4,3.64,2.9,4.1,5.0,4.1,3.3,2.1,3.1,5.0,4.7,3.2,Banker/Financial Analyst
6.4,3.6,5.1,7.5,10.0,5.1,3.11,1.1,2.0,4.4,4.8,3.9,4.8,4.4,3.9,5.0,3.6,Entrepreneur
6.5,9.4,3.4,2.9,6.2,5.9,4.12,4.3,4.8,5.0,2.4,1.1,2.7,5.0,5.0,4.8,4.2,Data Scientist
6.1,4.2,5.6,7.8,9.7,4.0,3.91,1.5,4.2,3.4,5.0,4.3,3.5,1.0,2.3,5.0,1.5,Marketing/Sales Executive
5.6,7.5,3.6,6.9,5.1,8.3,3.95,4.9,1.6,4.3,4.4,2.4,4.8,5.0,3.7,2.3,3.3,Cybersecurity Analyst
4.6,4.4,6.2,5.7,9.8,3.9,3.46,1.0,2.6,4.8,4.3,4.7,3.6,1.4,3.0,5.0,2.9,Marketing/Sales Executive
4.7,7.8,6.2,4.8,7.7,7.0,4.03,3.0,4.3,3.8,4.0,4.0,1.9,2.5,4.5,2.6,3.0,Banker/Financial Analyst
4.2,6.3,2.5,5.5,5.2,10.0,3.59,2.4,4.8,4.6,4.4,4.8,3.1,2.9,4.2,3.1,4.6,Accountant/Auditor
8.5,6.6,7.5,4.0,5.2,6.6,3.09,4.1,4.0,5.0,3.0,4.4,1.3,4.2,3.2,1.0,4.0,Civil/Mechanical Engineer
7.1,6.2,3.8,1.9,8.9,3.9,2.83,2.4,3.9,3.8,4.9,4.6,4.3,4.9,3.5,4.2,3.8,Entrepreneur
5.1,5.0,3.7,7.5,6.1,8.0,4.44,3.0,4.1,4.2,4.7,3.6,3.3,3.0,4.7,4.3,3.6,Banker/Financial Analyst
10.0,9.5,3.9,4.9,3.2,6.3,3.88,3.5,5.0,4.3,2.8,2.5,2.6,4.0,3.2,5.0,4.7,Medical Lab Scientist
2.5,5.3,3.7,8.1,6.6,6.4,3.97,2.7,3.0,2.9,5.0,4.3,3.5,2.4,3.4,3.8,3.6,Human Resources Manager
3.8,5.3,3.3,4.0,8.5,9.3,4.54,3.2,4.2,3.9,4.5,4.0,2.6,2.6,5.0,3.5,4.9,Banker/Financial Analyst
5.3,9.1,3.4,4.5,7.8,5.8,4.57,5.0,4.4,3.9,3.8,2.5,4.9,3.8,4.6,1.9,5.0,Data Scientist
3.7,4.5,8.1,7.6,7.3,2.5,4.7,2.9,4.1,2.7,4.3,3.6,3.4,3.8,3.7,4.4,4.7,Teacher/Lecturer
5.6,8.1,5.6,8.3,5.0,4.0,4.09,2.1,2.2,4.9,4.5,3.2,4.4,3.8,1.1,5.0,4.1,Teacher/Lecturer
2.8,8.1,3.1,6.6,9.2,2.2,2.75,3.6,3.0,3.3,4.8,4.0,5.0,1.3,2.5,3.9,2.9,Marketing/Sales Executive
3.5,6.5,1.0,4.5,6.2,8.9,5.0,1.9,4.9,4.4,3.3,3.9,2.4,3.8,5.0,3.3,3.0,Accountant/Auditor
5.9,8.3,3.2,5.2,3.8,6.8,3.54,3.4,2.3,4.1,4.2,3.4,1.9,4.1,3.3,3.6,4.1,Medical Lab Scientist
8.4,6.3,2.9,4.4,5.8,5.1,4.01,2.1,4.6,4.6,3.6,2.5,1.1,4.6,4.4,1.4,3.9,Medical Lab Scientist
6.4,5.3,1.0,6.7,7.6,9.4,3.75,4.2,5.0,5.0,4.3,3.3,2.1,1.9,4.8,3.7,3.0,Accountant/Auditor
5.7,8.6,6.7,6.0,6.4,7.7,4.05,4.9,3.4,3.8,3.3,2.2,2.3,4.1,5.0,2.9,4.3,Cybersecurity Analyst
5.5,3.4,6.7,5.8,10.0,3.4,3.43,3.2,1.6,4.3,4.3,5.0,3.1,1.0,1.9,4.1,3.7,Marketing/Sales Executive
4.1,8.5,4.9,3.5,6.1,5.5,3.55,2.9,3.8,4.3,3.2,2.4,4.3,4.8,4.7,1.2,4.0,Data Scientist
1.9,6.2,3.6,10.0,7.5,7.7,4.75,1.0,1.2,3.9,5.0,4.0,3.3,3.4,4.1,4.0,3.4,Human Resources Manager
6.6,8.1,3.9,4.3,3.5,5.7,3.39,4.7,3.1,3.6,1.4,1.5,4.4,4.5,4.4,3.3,4.0,Cybersecurity Analyst
4.4,1.4,3.7,8.8,4.9,6.5,3.0,1.1,3.3,3.9,4.0,5.0,3.8,1.0,2.7,4.5,3.1,Human Resources Manager
4.4,7.5,6.9,7.3,4.7,8.4,2.96,1.7,4.4,3.7,5.0,2.0,2.5,1.1,4.7,2.0,4.3,Accountant/Auditor
6.8,8.4,2.6,4.0,7.1,8.1,4.13,4.4,3.5,3.8,3.0,2.8,4.1,4.7,5.0,4.0,3.7,Cybersecurity Analyst
4.1,6.7,2.2,8.1,3.0,6.6,2.85,3.3,2.1,4.6,3.8,4.1,4.2,3.1,1.8,5.0,4.4,Teacher/Lecturer
8.5,7.2,2.5,7.1,8.6,4.3,4.31,2.9,5.0,4.6,3.4,1.3,2.7,4.7,3.7,1.8,2.8,Civil/Mechanical Engineer
3.7,4.5,5.5,7.3,8.1,6.3,3.2,1.0,2.6,3.3,3.5,4.2,4.8,2.2,3.7,4.6,2.8,Marketing/Sales Executive
4.9,4.3,7.2,5.7,8.8,2.3,3.22,2.9,2.9,4.4,4.8,4.0,4.1,3.5,3.7,4.3,2.0,Marketing/Sales Executive
